loyalty_card_num,lifestage,premium_customer
34241,midage singles / couples,mainstream
34242,retirees,budget
34243,new families,mainstream
34244,older singles / couples,mainstream
34245,young families,budget
34246,young families,mainstream
34247,young singles / couples,mainstream
34248,older singles / couples,mainstream
34249,older singles / couples,premium
34250,older singles / couples,premium
34251,retirees,mainstream
34253,retirees,budget
34256,young singles / couples,budget
34258,young singles / couples,mainstream
34259,retirees,premium
34261,retirees,budget
34262,retirees,mainstream
34263,retirees,premium
34266,young families,premium
34267,new families,mainstream
34268,older families,mainstream
34271,retirees,mainstream
34272,young singles / couples,mainstream
34273,older families,budget
34275,older families,mainstream
34276,young singles / couples,mainstream
34277,older families,premium
34279,older singles / couples,mainstream
34280,retirees,mainstream
34281,older families,mainstream
34283,young singles / couples,mainstream
34284,young families,budget
34286,midage singles / couples,mainstream
34287,older singles / couples,mainstream
34288,retirees,mainstream
34289,young singles / couples,mainstream
34290,young singles / couples,mainstream
34291,young singles / couples,mainstream
34293,young families,budget
34295,older singles / couples,budget
34298,older singles / couples,budget
34299,young singles / couples,budget
34300,older families,budget
34301,older singles / couples,budget
34304,young families,mainstream
34305,young singles / couples,budget
34307,young families,mainstream
34309,young families,budget
34310,older singles / couples,mainstream
34312,midage singles / couples,mainstream
34313,retirees,budget
34314,young singles / couples,budget
34315,midage singles / couples,mainstream
34316,midage singles / couples,budget
34317,older singles / couples,budget
34318,young singles / couples,mainstream
34320,older families,budget
34321,retirees,premium
34322,young singles / couples,mainstream
34323,young singles / couples,mainstream
34325,older singles / couples,mainstream
34326,older singles / couples,premium
34327,retirees,budget
34328,retirees,premium
34329,older singles / couples,mainstream
34333,young singles / couples,mainstream
34335,older singles / couples,premium
34336,young singles / couples,premium
34337,retirees,budget
34338,midage singles / couples,budget
34339,retirees,budget
34340,young singles / couples,premium
34341,retirees,mainstream
34342,young singles / couples,mainstream
34343,young singles / couples,budget
34344,retirees,mainstream
34345,retirees,premium
34347,older singles / couples,mainstream
34348,young families,budget
34349,young singles / couples,budget
34350,older singles / couples,premium
34351,young families,budget
34352,midage singles / couples,budget
34353,midage singles / couples,premium
34354,older singles / couples,budget
34356,young singles / couples,mainstream
34357,retirees,budget
34359,young families,mainstream
34360,young singles / couples,mainstream
34361,midage singles / couples,premium
34362,young singles / couples,mainstream
34363,young singles / couples,premium
34364,older singles / couples,mainstream
35000,midage singles / couples,premium
35001,young singles / couples,budget
35004,young singles / couples,budget
35006,young singles / couples,mainstream
35010,young families,mainstream
35011,young families,premium
35012,older singles / couples,premium
35013,older singles / couples,budget
35015,young families,budget
35016,young families,premium
35018,older singles / couples,mainstream
35022,young singles / couples,mainstream
35023,retirees,mainstream
35024,midage singles / couples,mainstream
35027,new families,mainstream
35028,young singles / couples,mainstream
35033,young families,mainstream
35035,retirees,mainstream
35037,older singles / couples,budget
35039,retirees,premium
35042,young singles / couples,budget
35047,young singles / couples,budget
35051,retirees,budget
35052,young singles / couples,budget
35054,retirees,mainstream
35055,older singles / couples,budget
35056,young families,mainstream
35060,young singles / couples,premium
35063,older singles / couples,budget
35067,young singles / couples,mainstream
35069,older singles / couples,mainstream
35070,older singles / couples,mainstream
35072,young singles / couples,budget
35073,young families,mainstream
35075,midage singles / couples,mainstream
35077,retirees,mainstream
35079,retirees,premium
35080,retirees,mainstream
35082,older families,budget
35084,young singles / couples,premium
35085,older families,premium
35086,young singles / couples,mainstream
35087,retirees,mainstream
35088,midage singles / couples,mainstream
35090,retirees,mainstream
35092,new families,mainstream
35096,retirees,mainstream
35100,young singles / couples,budget
35101,young singles / couples,mainstream
35105,retirees,mainstream
35107,midage singles / couples,premium
35109,young singles / couples,mainstream
35116,retirees,mainstream
35117,older singles / couples,mainstream
35119,older families,premium
35120,older families,budget
35123,young singles / couples,budget
35124,young singles / couples,premium
35125,young singles / couples,mainstream
35126,older singles / couples,premium
35129,retirees,budget
35130,young singles / couples,budget
35131,young singles / couples,budget
35132,midage singles / couples,mainstream
35135,older singles / couples,budget
35140,midage singles / couples,budget
35141,older singles / couples,budget
35142,midage singles / couples,budget
35143,retirees,mainstream
35145,young singles / couples,premium
35147,older singles / couples,premium
35148,young singles / couples,premium
35149,young singles / couples,premium
35151,young singles / couples,budget
35153,retirees,mainstream
35154,young singles / couples,mainstream
35155,young families,budget
35157,retirees,mainstream
35158,new families,mainstream
35159,young families,mainstream
35162,retirees,premium
35164,young singles / couples,premium
35166,older singles / couples,mainstream
35168,older singles / couples,budget
35169,older singles / couples,budget
35170,older families,mainstream
35173,retirees,budget
35174,retirees,mainstream
35176,young singles / couples,mainstream
35177,older singles / couples,mainstream
35178,retirees,budget
35181,older singles / couples,budget
35183,older families,mainstream
35184,young singles / couples,mainstream
35185,young singles / couples,budget
35186,older families,mainstream
35187,retirees,budget
35188,retirees,premium
